Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Output Sequence Length (tokens),731.39,6.00,5533.00,192356.00,6.00,9.00,12.00,99.00,310.00,965.50,1975.20,2796.20,4906.60,1032.37
Output Token Count (tokens),731.39,6.00,5533.00,192356.00,6.00,9.00,12.00,99.00,310.00,965.50,1975.20,2796.20,4906.60,1032.37
Output Token Throughput Per User (tokens/sec/user),32.37,2.91,194.30,8512.15,5.91,13.41,20.20,26.19,30.74,35.37,41.70,53.73,77.44,17.62
Prefill Throughput Per User (tokens/sec/user),32211.79,8.74,201817.30,8471701.12,464.17,1135.20,1831.68,3864.19,9199.16,56757.34,101304.69,115383.19,174801.02,43177.40
Request Latency (ms),38766.21,466.69,214774.65,10195512.32,851.90,1154.53,4115.15,11987.09,27337.17,51549.82,86183.80,123083.73,181896.17,38543.43
Requested OSL (tokens),731.39,6.00,5533.00,192356.00,6.00,9.00,12.00,99.00,310.00,965.50,1975.20,2796.20,4906.60,1032.37
Time to First Output Token (ms),14293.44,186.42,89603.17,3759174.58,300.64,520.22,692.17,1345.89,9195.56,18931.89,36249.60,54463.99,75551.47,17197.30
Time to First Token (ms),14293.44,186.42,89603.17,3759174.58,300.64,520.22,692.17,1345.89,9195.56,18931.89,36249.60,54463.99,75551.47,17197.30
Time to Second Token (ms),78.65,0.00,1475.75,20684.39,0.00,0.13,0.16,0.29,0.40,11.14,417.63,552.48,982.29,213.71
Tokens In Flight (tokens),545932.13,27535.26,897156.09,,,,,,557754.60,,745159.66,807714.91,875874.93,161964.06
Usage Completion Tokens (tokens),731.39,6.00,5533.00,192356.00,6.00,9.00,12.00,99.00,310.00,965.50,1975.20,2796.20,4906.60,1032.37
Usage Prompt Tokens (tokens),82856.60,433.00,195263.00,21791286.00,792.16,23884.80,37022.40,53964.50,87411.00,96461.00,117895.00,184711.20,193479.18,39741.90
Usage Total Tokens (tokens),83587.99,449.00,196381.00,21983642.00,814.40,24498.90,37421.00,54952.00,87890.00,97119.50,118651.40,189315.20,195791.42,40184.61

Metric,Value
Benchmark Duration (sec),1827.83
Input Token Throughput (tokens/sec),11921.92
Maximum Response Timestamp (ns),1780505685940087040.00
Minimum Request Timestamp (ns),1780503858106843648.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),105.24
Request Count,263.00
Request Throughput (requests/sec),0.14
Theoretical Prefix Cache Hit (%),95.14
Total Input Sequence Length (tokens),21791286.00
Total Output Sequence Length (tokens),192356.00
Total Output Tokens (tokens),192356.00
Total Token Throughput (tokens/sec),12027.16
Total Usage Completion Tokens (tokens),192356.00
Total Usage Prompt Tokens (tokens),21791286.00
Total Usage Total Tokens (tokens),21983642.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
