Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Usage Total Tokens (tokens),84619.12,486.00,211027.00,12269772.00,3874.80,21518.20,27299.60,47611.00,84513.00,115654.00,145657.40,179390.20,202399.52,46910.26

Metric,Value
Benchmark Duration (sec),1807.10
Input Token Throughput (tokens/sec),6748.89
Maximum Response Timestamp (ns),1780472961984461824.00
Minimum Request Timestamp (ns),1780471154887191552.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),40.88
Request Count,145.00
Request Throughput (requests/sec),0.08
Theoretical Prefix Cache Hit (%),94.81
Total Input Sequence Length (tokens),12195897.00
Total Output Sequence Length (tokens),73875.00
Total Output Tokens (tokens),73875.00
Total Token Throughput (tokens/sec),6789.77
Total Usage Completion Tokens (tokens),73875.00
Total Usage Prompt Tokens (tokens),12195897.00
Total Usage Total Tokens (tokens),12269772.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
