Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Requested OSL (tokens),708.95,5.00,12679.00,523205.00,14.00,26.00,89.00,158.00,335.50,793.00,1693.80,2489.00,5884.80,1146.64
Time to First Output Token (ms),1748.23,96.42,60061.22,1290191.57,264.21,504.90,617.72,840.49,1176.73,1684.13,2561.36,3411.41,6242.12,4123.62
Time to First Token (ms),1748.23,96.42,60061.22,1290191.57,264.21,504.90,617.72,840.49,1176.73,1684.13,2561.36,3411.41,6242.12,4123.62
Time to Second Token (ms),268.83,0.12,7515.98,198395.11,0.24,19.77,20.83,23.20,24.80,57.74,834.55,1323.28,3421.88,680.46
Tokens In Flight (tokens),661486.55,46272.00,1150243.01,,,,,,658664.10,,931118.08,991791.26,1065836.52,198742.72
Usage Completion Tokens (tokens),708.95,5.00,12679.00,523205.00,14.00,26.00,89.00,158.00,335.50,793.00,1693.80,2489.00,5884.80,1146.64
Usage Prompt Tokens (tokens),61983.84,393.00,125790.00,45744071.00,409.00,4125.00,34315.90,46275.50,61747.00,79269.50,96104.80,103319.80,118867.46,26262.05
Usage Total Tokens (tokens),62692.79,419.00,125808.00,46267276.00,428.00,4951.25,34873.00,47013.50,62394.50,80579.75,97316.90,105085.50,119099.58,26415.77

Metric,Value
Benchmark Duration (sec),1827.73
Input Token Throughput (tokens/sec),25027.83
Maximum Response Timestamp (ns),1780485061708818432.00
Minimum Request Timestamp (ns),1780483233980853504.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),286.26
Request Count,738.00
Request Throughput (requests/sec),0.40
Theoretical Prefix Cache Hit (%),94.92
Total Input Sequence Length (tokens),45744071.00
Total Output Sequence Length (tokens),523205.00
Total Output Tokens (tokens),523205.00
Total Token Throughput (tokens/sec),25314.09
Total Usage Completion Tokens (tokens),523205.00
Total Usage Prompt Tokens (tokens),45744071.00
Total Usage Total Tokens (tokens),46267276.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
