Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Usage Completion Tokens (tokens),904.10,6.00,12055.00,163643.00,12.80,19.00,88.00,174.00,345.00,956.00,2105.00,3114.00,7596.80,1535.35
Usage Prompt Tokens (tokens),55125.45,408.00,118957.00,9977707.00,410.80,32653.00,36127.00,44883.00,53283.00,62920.00,74384.00,84344.00,118003.60,20364.72
Usage Total Tokens (tokens),56029.56,427.00,119058.00,10141350.00,431.40,33083.00,36361.00,45654.00,54478.00,63213.00,75099.00,85753.00,118298.20,20471.23

Metric,Value
Benchmark Duration (sec),1797.39
Input Token Throughput (tokens/sec),5551.21
Maximum Response Timestamp (ns),1780484928380468736.00
Minimum Request Timestamp (ns),1780483130987844352.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),91.04
Request Count,181.00
Request Throughput (requests/sec),0.10
Theoretical Prefix Cache Hit (%),94.13
Total Input Sequence Length (tokens),9977707.00
Total Output Sequence Length (tokens),163643.00
Total Output Tokens (tokens),163643.00
Total Token Throughput (tokens/sec),5642.26
Total Usage Completion Tokens (tokens),163643.00
Total Usage Prompt Tokens (tokens),9977707.00
Total Usage Total Tokens (tokens),10141350.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
