Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Usage Completion Tokens (tokens),259.09,10.00,1557.00,19950.00,10.76,20.40,24.00,97.00,144.00,266.00,631.00,905.40,1509.88,326.60
Usage Prompt Tokens (tokens),119296.05,431.00,260223.00,9185796.00,434.80,30875.40,52544.80,73616.00,111296.00,158346.00,220448.40,232743.00,260167.52,64094.08
Usage Total Tokens (tokens),119555.14,452.00,260471.00,9205746.00,458.08,31054.20,52645.60,73882.00,112468.00,158445.00,220678.20,234010.80,260372.20,64183.36

Metric,Value
Benchmark Duration (sec),1810.09
Input Token Throughput (tokens/sec),5074.78
Maximum Response Timestamp (ns),1780119480056658688.00
Minimum Request Timestamp (ns),1780117669967368704.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),11.02
Request Count,77.00
Request Throughput (requests/sec),0.04
Theoretical Prefix Cache Hit (%),90.89
Total Input Sequence Length (tokens),9185796.00
Total Output Sequence Length (tokens),19950.00
Total Output Tokens (tokens),19950.00
Total Token Throughput (tokens/sec),5085.80
Total Usage Completion Tokens (tokens),19950.00
Total Usage Prompt Tokens (tokens),9185796.00
Total Usage Total Tokens (tokens),9205746.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
