Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Prefill Throughput Per User (tokens/sec/user),62492.76,51.49,167763.71,1562318.93,54.27,216.19,2116.81,11914.90,36696.47,123544.36,143326.94,145379.77,162467.81,57378.25
Request Latency (ms),13092.58,1057.66,40420.36,327314.45,1178.04,1803.40,3162.71,6897.75,9682.54,16997.31,29684.83,31399.22,38275.32,9938.21
Requested OSL (tokens),442.44,6.00,1317.00,11061.00,8.88,18.60,22.20,181.00,229.00,696.00,1109.80,1209.00,1292.04,408.44
Time to First Output Token (ms),13864.59,1695.24,25399.05,83187.51,1722.62,1832.11,1968.98,4216.86,14832.35,23020.70,24792.43,25095.74,25338.39,9735.29
Time to First Token (ms),3915.69,182.94,12279.47,97892.21,246.52,452.95,517.65,624.06,1513.07,6674.07,11776.16,12124.65,12251.96,4170.81
Time to Second Token (ms),346.11,64.24,1097.62,8652.66,102.51,231.69,263.79,263.91,323.96,332.53,417.62,559.20,976.66,176.24
Tokens In Flight (tokens),100292.61,0.00,1070291.03,,,,,,0.00,,562280.11,839649.98,1059133.54,258050.63
Usage Completion Tokens (tokens),442.44,6.00,1317.00,11061.00,8.88,18.60,22.20,181.00,229.00,696.00,1109.80,1209.00,1292.04,408.44
Usage Prompt Tokens (tokens),81791.12,419.00,258976.00,2044778.00,419.48,433.60,6963.20,50738.00,72489.00,88338.00,152591.60,217522.00,251432.56,61222.16
Usage Total Tokens (tokens),82233.56,439.00,260293.00,2055839.00,439.24,453.60,7170.00,51367.00,73415.00,88534.00,153667.80,218437.40,252649.00,61501.87

Metric,Value
Benchmark Duration (sec),59.96
Completed Requests (Success + Error),41.00
Context Overflow Count,0.00
Error Request Count,16.00
Input Token Throughput (tokens/sec),34100.41
Maximum Response Timestamp (ns),1780439128615610112.00
Minimum Request Timestamp (ns),1780439068652171008.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),184.46
Request Count,25.00
Request Error Rate (%),39.02
Request Throughput (requests/sec),0.42
Theoretical Prefix Cache Hit (%),90.53
Total Input Sequence Length (tokens),2044778.00
Total Output Sequence Length (tokens),11061.00
Total Output Tokens (tokens),11061.00
Total Token Throughput (tokens/sec),34284.87
Total Usage Completion Tokens (tokens),11061.00
Total Usage Prompt Tokens (tokens),2044778.00
Total Usage Total Tokens (tokens),2055839.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
